"TABLE","PKEY","NAME","PROJECTID","SETID","PID","ADDRSLCT","ADDRESS","ALIAS","ALIASTYPE","P1","P2","P3","P4","P5","P6","P7","P8","TYPE","FORMAT","ISMODIFY","MSINPUT","MSOUTPUT","MSAUTOSUBS"
"DESetStatus","21654","e8e7f2af-6ba4-45a6-a6f7-088467655cf8","0","GW3RMUC31","PCPTHO_RC0105CM_K2,DC24:S","0","754","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21655","b2013f83-5826-40bd-85c5-b45a64c9ee59","0","GW3RMUC31","PCPTHO_RC0105CM_K3,DC24:S","0","806","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21656","aed61e5c-2266-456c-a57e-f378c9938cf0","0","GW3RMUC31","PCPTHO_RC0105CM_K4,DC24:S","0","854","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21657","bc1510d6-647a-42a1-a3b7-3189cee42998","0","GW3RMUC31","PCPTHO_RC0105CM_K1,DC24:S","0","705","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21658","30d315b4-d7dd-4a4c-b21d-91d3b145b48d","0","GW3RMUC31","PCPTHO_RC0105CM_COMMON,DOOR:S","0","653","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21659","1766ca72-9419-4b6e-b0ae-d516e390075a","0","GW3RMUC31","PCPTHO_RC0105CM_K3,ES:S","0","802","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21660","50015d29-0f32-490c-b450-75c231b91ea4","0","GW3RMUC31","PCPTHO_RC0105CM_K1,ES:S","0","706","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21661","e24cdd98-a1cb-45a7-8d06-7756b27ab6a9","0","GW3RMUC31","PCPTHO_RC0105CM_K2,ES:S","0","755","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21662","17993229-e8f5-4c0f-8366-78ad0522d72a","0","GW3RMUC31","PCPTHO_RC0105CM_T1,ES:S","0","1001","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21663","58dbeabb-c903-46f1-83e4-991b29036885","0","GW3RMUC31","PCPTHO_RC0105CM_K4,ES:S","0","855","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21664","703f1aa5-a613-42f5-bb22-0fad4dc82a3e","0","GW3RMUC31","PCPTHO_RC0105CM_K4,FI:S","0","856","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21665","8b7bd2f8-c736-4366-af7f-fc10ecd9fc7c","0","GW3RMUC31","PCPTHO_RC0105CM_K1,FI:S","0","712","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21666","96aac44d-49bf-4a6d-8216-82e62d9528ef","0","GW3RMUC31","PCPTHO_RC0105CM_K2,FI:S","0","756","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21667","c5b72a0a-944d-40bf-9273-cbb5ad2aafbd","0","GW3RMUC31","PCPTHO_RC0105CM_K3,FI:S","0","804","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21668","09d9fbc1-d694-4448-a494-a5d7017215e8","0","GW3RMUC31","PCPTHO_RC0105CM_K1,FIFCM:S","0","707","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21669","9a1b7747-14a0-4396-8ca1-6bfa106e7038","0","GW3RMUC31","PCPTHO_RC0105CM_K3,GETR:S","0","805","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21670","2de2ecfe-bef2-40c9-82d7-fb63c6082765","0","GW3RMUC31","PCPTHO_RC0105CM_K1,GETR:S","0","708","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21671","63e844ea-671e-4466-9f19-b416392b4458","0","GW3RMUC31","PCPTHO_RC0105CM_K4,GETR:S","0","852","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21672","5ee91af0-cdc5-4cdc-8fad-5bdd99350ec7","0","GW3RMUC31","PCPTHO_RC0105CM_K2,LBER:S","0","762","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21673","f96264e9-3fdf-41d0-84ec-2734e4a9a16a","0","GW3RMUC31","PCPTHO_RC0105CM_K4,LBS:S","0","854","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21674","da680130-8430-4c83-9972-67f0d254d98a","0","GW3RMUC31","PCPTHO_RC0105CM_T1,LBS:S","0","1002","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21675","248052a6-f041-47db-a43d-eccb12c7f64a","0","GW3RMUC31","PCPTHO_RC0105CM_K2,LBS:S","0","757","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21676","c54ca938-b844-41fb-868b-5c3a1fc821df","0","GW3RMUC31","PCPTHO_RC0105CM_K1,LBS:S","0","709","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21677","31b5a9e2-2bbe-4a9c-8e12-e5057383fcdd","0","GW3RMUC31","PCPTHO_RC0105CM_K3,LBS:S","0","806","","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"DESetStatus","21678","f153aaa4-9177-45cf-9e93-e9ae1812b457","0","GW3RMUC31","PCPTHO_RC0105CM_K1,MTOR:S","0","710","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21679","d8b4b2d1-f603-4d61-b99a-84c495d2615d","0","GW3RMUC31","PCPTHO_RC0105CM_K3,MTOR:S","0","812","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21680","bcc6aaa6-46f9-470d-b3a2-302e92215454","0","GW3RMUC31","PCPTHO_RC0105CM_COMMON,NACP:S","0","651","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21681","c4baa138-576d-4a79-bc49-fd5deae6e99a","0","GW3RMUC31","PCPTHO_RC0105CM_K1,OCN1:S","0","715","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21682","81593e65-6dfb-4fc2-8040-dfbd60277005","0","GW3RMUC31","PCPTHO_RC0105CM_K1,OCP1:S","0","716","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21683","354d16ed-c31c-45f8-8282-630aec8135aa","0","GW3RMUC31","PCPTHO_RC0105CM_K4,PKABC:S","0","129","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21684","a302eed1-5dac-4cd2-bcef-90d9f5a27852","0","GW3RMUC31","PCPTHO_RC0105CM_K2,PKABC:S","0","130","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21685","a892814a-35ca-449d-a62e-7edba7a21ac1","0","GW3RMUC31","PCPTHO_RC0105CM_K3,PKABC:S","0","131","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21686","eb182f3a-b0ac-4d1f-94aa-25e04395b2d9","0","GW3RMUC31","PCPTHO_RC0105CM_K1,PKABC:S","0","132","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21687","2cf39560-8208-4722-93eb-1aa5baca2f99","0","GW3RMUC31","PCPTHO_RC0105CM_K1,PKGEN:S","0","717","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
